component_id,component_type,equipment_age_years,ambient_temperature,humidity,temperature,vibration,voltage,current,pressure,rpm,duty_cycle,running_hours,machine_load,maintenance_history,failures
C02001,Pump,3.2,39.4,56,62.7,0.61,221,7.4,128.8,2844,47,575,94,5,0
C02002,Pump,7.3,38.9,36,88.7,0.8,233.4,8.5,125.9,2615,65,1321,76,7,0
C02003,Horn,4.3,27.8,46,84.4,0.97,237.2,12.9,110.3,2590,48,1975,89,9,0
C02004,Horn,3.6,40.6,52,65.1,0.78,241.8,15.9,135.5,1654,70,5441,70,0,0
C02005,Motor,0.5,41.2,83,76.1,0.63,238.6,7.3,122,1833,79,1114,87,8,0
C02006,Motor,8.7,29.1,78,53.2,0.75,238.8,7,131,2917,82,4012,99,3,1
C02007,Pump,7.1,28.2,66,78.2,0.96,243.4,9.5,134.8,2911,75,1045,84,7,0
C02008,Motor,7.3,32.1,75,71.9,0.49,222.7,6.9,106.7,2517,52,2023,78,3,0
C02009,Pump,5.1,40.9,73,55,0.61,244.4,9.9,114.5,2147,69,3676,83,1,0
C02010,Horn,4.5,31.5,50,64.3,0.28,227,12.9,85.6,2061,67,2805,84,4,0
C02011,Motor,2.5,24.7,44,76.6,0.44,234,9.3,111,2492,71,3710,73,1,0
C02012,Horn,2.1,28.5,57,83.4,0.64,236.1,14.3,119.5,3648,91,985,54,1,1
C02013,Horn,7.8,34.6,43,94.9,0.63,245,8.1,118.8,3002,73,1588,88,10,0
C02014,Horn,4.9,22.4,58,77,0.59,235,11,58.4,2113,83,3129,55,9,0
C02015,Pump,3.9,37.6,51,62.4,0.31,243.6,6.3,102.1,1979,74,1395,67,5,0
C02016,Horn,9.9,27.6,65,67.7,0.26,222.7,13.7,99.5,2029,80,2155,67,6,0
C02017,Horn,9.8,39.1,67,70.8,0.6,229.6,9.1,91.5,2320,81,957,41,9,0
C02018,Pump,3,36.7,37,53.8,0.47,239.2,11.4,148.6,2754,78,1602,81,1,0
C02019,Pump,8,30.6,88,68.3,0.5,225.9,11.7,93.3,1686,71,2659,85,9,0
C02020,Motor,1.4,41.7,84,81.4,0.65,244.2,14.6,127.9,1767,80,3702,73,10,1
C02021,Horn,4.6,38.9,78,82.7,0.58,230.3,10.8,91.8,2301,72,1995,69,10,0
C02022,Horn,7.3,25.3,42,58.5,0.56,237,4.8,92.5,2302,100,50,45,8,0
C02023,Horn,4.6,29.4,81,81.4,0.37,239.6,10.6,84.5,3233,74,3131,66,3,0
C02024,Motor,5.1,27.7,78,73.4,0.27,235.5,4.4,151.7,3089,88,1792,80,8,0
C02025,Pump,6.1,28.7,74,68.6,0.45,232.8,11.5,113.2,1990,78,1990,81,5,0
C02026,Motor,2.2,31.5,72,61.7,0.31,227.6,11.4,92.1,2092,67,914,54,8,0
C02027,Horn,7,28.7,53,62.2,0.66,237.6,8.3,81.3,2896,90,2553,72,5,0
C02028,Horn,3.4,35.8,52,76.7,0.64,227.2,14.8,96.4,2627,72,3369,80,8,0
C02029,Pump,6.8,27.1,77,88.3,0.55,226.2,9.8,77.4,2744,75,1395,78,5,0
C02030,Pump,0.5,39.6,61,59.7,0.73,241.9,6.1,120.5,2348,63,4394,92,10,0
C02031,Pump,7.8,33,70,90.1,0.6,230.4,5.2,95.3,2276,85,337,93,5,0
C02032,Horn,8.9,34,53,62.9,0.38,238.8,12.5,118.2,1931,78,1994,66,10,0
C02033,Pump,8.2,32.1,37,55.7,0.69,232,10,98.6,1749,77,1273,84,3,0
C02034,Horn,8.8,23.8,68,53.5,0.44,232.5,6.5,130,2943,67,1715,71,8,1
C02035,Motor,2.4,24.8,77,67.6,0.75,235.4,5.9,122.1,2610,55,5309,73,2,0
C02036,Pump,9.8,26.6,57,68.7,0.43,239.1,4.4,88.6,2907,77,3804,81,6,0
C02037,Horn,4.8,22.4,49,51.1,0.25,222.7,11.3,102.2,2199,72,2650,58,10,0
C02038,Motor,9.8,34,83,68.3,0.62,233.7,10.3,111.9,2207,67,2096,55,0,0
C02039,Motor,2.8,35.5,52,77.7,0.64,229.1,11.4,117.9,3280,85,1031,63,7,0
C02040,Motor,2,24.1,75,74,0.49,234.3,6.3,108,1758,68,1857,93,7,0
C02041,Horn,9.9,29.2,47,79.8,0.73,217.2,13.1,90.3,1772,89,3260,95,8,1
C02042,Motor,3,33.6,53,59.3,0.58,227.1,6.5,107.7,2269,69,2652,95,6,0
C02043,Horn,3.5,32.7,71,63.2,0.64,224.4,14.5,116.2,2288,64,1180,86,5,0
C02044,Horn,7.7,35.5,89,67.9,0.43,238.7,6.7,122.2,2685,69,3789,55,6,0
C02045,Pump,8.4,31.2,35,64.5,0.74,234.3,4,54.6,2901,72,4295,91,5,0
C02046,Pump,4.4,29.2,39,80.2,0.64,230,13.3,90.8,2278,77,1815,81,10,0
C02047,Pump,2.2,28.8,54,77,0.67,232.3,16.2,74.8,1638,67,913,41,0,0
C02048,Motor,8.8,37.5,74,69.4,0.46,216.1,10.2,109.1,2599,79,3530,64,6,0
C02049,Horn,6.5,36,67,72.7,0.3,228.9,9.8,85.4,1000,83,2383,78,0,0
C02050,Motor,3,23.2,68,50.9,0.74,242.1,13.3,121.7,2585,37,2200,100,6,0
C02051,Horn,5.1,36.9,45,50.3,0.66,222.7,10.8,81,3467,83,3351,55,9,0
C02052,Horn,8.1,23.9,76,58.3,0.49,242.7,7.4,97.3,2740,62,1419,83,2,0
C02053,Horn,0.5,39.5,46,66.7,0.42,234.5,12.2,138.8,2957,79,3287,72,5,0
C02054,Motor,8.3,27.9,72,61.5,0.74,223.1,7.1,100.8,2007,92,3340,80,7,0
C02055,Horn,8.6,36,50,67.8,0.77,231.6,13,127.7,3013,73,3219,86,4,1
C02056,Pump,8,26.4,38,67.5,0.36,223.4,13,132.1,3259,91,4376,64,6,1
C02057,Pump,7.5,28.4,85,82.8,0.44,226.7,6.9,120.6,2712,73,1988,67,10,1
C02058,Motor,6.4,36.5,49,75.6,0.1,231.9,10.4,71.5,2178,78,3513,68,0,0
C02059,Motor,3.2,22.6,85,64.8,0.48,237.4,11.2,117.3,2004,94,1734,70,3,0
C02060,Motor,2.7,32.2,57,67.8,0.73,234.7,11.9,111,2819,61,1675,46,10,0
C02061,Horn,9.7,33.7,39,72.5,0.35,225.5,12.9,92.8,2194,82,3603,78,10,0
C02062,Motor,4.9,29.1,70,87.3,0.4,232.6,8.6,68.3,2677,71,1530,83,10,0
C02063,Pump,2.4,22.1,45,59.7,0.69,218.7,0.9,104.5,2099,51,978,61,4,0
C02064,Motor,3.5,26.9,43,63.7,0.5,237.2,9.3,124.3,2727,73,3491,83,0,0
C02065,Motor,8.3,35.7,47,61.6,0.62,233.6,9.4,107.5,2963,68,3953,44,5,0
C02066,Horn,4.6,32.9,53,87.3,0.16,234.2,7.2,81.7,2357,60,1308,81,8,0
C02067,Pump,7.1,34.6,70,67.4,0.55,237.9,12.8,101,2294,87,4004,70,10,0
C02068,Pump,7.6,33,56,59.3,0.65,241.8,5.5,74.6,1874,71,2238,73,2,0
C02069,Horn,8.8,38.7,69,69.4,0.43,234,6.2,109.6,2565,84,1475,75,9,0
C02070,Pump,1.8,32.1,83,83.5,0.58,215.9,5.1,114.3,3267,61,3270,65,10,1
C02071,Motor,1.7,22.4,86,65,0.51,238.7,10.7,119.2,2171,67,2788,53,5,0
C02072,Motor,2.4,27.8,79,83.9,0.89,225.4,6.9,139.2,2834,76,98,55,4,0
C02073,Motor,5.8,31.6,41,47.1,0.23,225.9,9.4,133.3,2060,73,3470,56,9,0
C02074,Pump,4.3,27.4,73,73.4,0.45,225.7,11.1,121.4,2063,83,1077,88,5,0
C02075,Horn,9,38.7,66,67.9,0.78,229.6,10.7,97.8,2645,74,3294,53,3,0
C02076,Motor,6,27.4,39,72.9,0.41,233.2,14,112.1,1882,82,165,87,3,0
C02077,Motor,4.3,28.2,72,64.3,0.94,240.1,10.2,135.8,2049,59,2406,71,1,0
C02078,Motor,7.6,32.6,40,75.9,0.69,232,11.4,126.4,2766,81,4535,74,6,0
C02079,Motor,5.6,38.6,76,67.8,0.84,226.7,5.7,123.7,2034,89,3002,58,8,0
C02080,Pump,2.5,29.3,82,88.1,0.62,234.6,10.2,142.9,2933,78,4227,67,4,0
C02081,Motor,1.7,38.7,69,58.2,0.64,234.3,6.4,126.2,2187,56,975,72,5,0
C02082,Horn,9.2,25.4,76,60.7,0.89,230.4,7.1,90.1,2915,93,3395,91,10,1
C02083,Pump,7,30.7,63,71.2,0.6,226.3,9,109,2429,61,2737,73,7,0
C02084,Horn,7.4,40,82,75.4,0.55,232,6.1,117.8,3582,83,3623,77,5,0
C02085,Pump,1.1,30.7,75,44.1,0.78,238.5,13.1,62,3879,51,3185,85,6,0
C02086,Horn,9.6,25.6,61,59.4,0.52,237.5,13.5,79.8,2121,73,2316,73,2,0
C02087,Horn,9,39.8,71,80.3,0.52,245.4,12.1,114.2,2748,64,3148,64,5,0
C02088,Horn,4.1,26.1,40,56.9,0.7,238.6,10,108.8,3487,77,3305,72,9,0
C02089,Horn,8.9,33.4,70,69,0.69,224.9,15.6,118.2,3324,86,2716,83,6,1
C02090,Horn,6.4,27.6,89,66.6,0.63,230.3,15.1,101.9,2718,85,3457,70,10,0
C02091,Pump,3.9,27.4,70,51.5,0.15,227.7,11,70.8,2755,59,2937,85,9,0
C02092,Pump,4.5,38.3,40,83.8,0.72,238.7,14.8,106.5,2254,66,2660,78,10,1
C02093,Motor,4.3,35.5,73,82.6,0.7,224.2,7.6,123.7,2962,48,1061,52,8,0
C02094,Pump,1.1,39.6,78,73,0.84,241.7,8.9,89.8,2962,76,1725,67,3,0
C02095,Motor,5.2,39.5,58,87.5,0.53,236.4,10,86.5,2689,56,4466,65,8,0
C02096,Motor,4.2,32.1,73,73.2,0.67,228.5,9.7,82.4,2399,62,2993,80,8,0
C02097,Pump,0.6,41,54,89.3,0.23,228,9.1,105.9,3154,41,4447,56,10,0
C02098,Motor,6.6,26.2,49,75,0.34,225.4,5,104,2804,57,2244,70,4,0
C02099,Pump,3,34.3,42,72.5,0.6,226.7,7,97.9,2494,94,3456,72,6,0
C02100,Pump,7.9,33.1,82,61,0.83,224.5,10.7,116.1,1963,76,2497,87,4,0
C02101,Motor,2.9,39.1,59,80.3,0.58,233.3,12.2,137.8,2949,76,1828,73,10,0
C02102,Pump,6.5,24.8,69,88.3,0.46,226.1,10.1,101.3,1496,67,2217,69,8,0
C02103,Horn,8.2,31.6,64,65,0.1,236,11,97.7,2212,73,3545,81,7,0
C02104,Motor,5.5,29.5,37,83,0.34,235.4,14.1,145.5,2117,71,3423,64,3,1
C02105,Pump,4.8,29.7,64,64.6,0.56,224.4,13.7,118.9,2077,66,2188,61,7,0
C02106,Horn,8.3,37,88,67.6,0.75,222.1,14.1,126.3,2308,67,3383,59,10,1
C02107,Horn,9.3,23.3,83,68.5,0.46,236,10.2,112.7,3223,70,211,86,4,0
C02108,Motor,4.5,33.9,70,60.5,0.56,218.4,8.4,113.6,2082,74,2700,80,8,0
C02109,Horn,6.8,36.7,48,53.4,0.39,227.1,6.7,87.2,2623,80,1224,92,6,0
C02110,Pump,6.4,39.2,67,80.6,0.44,234.8,9.6,101.9,3166,54,3203,83,9,0
C02111,Pump,4.2,31.5,36,69.1,0.76,225.2,7.3,94.3,2401,63,2850,79,9,0
C02112,Horn,5.8,41.2,46,66,0.97,231.1,13,103,2119,68,4182,76,0,0
C02113,Pump,5.9,25.3,58,59.9,0.55,240.4,5.8,121.6,2748,82,1747,56,0,0
C02114,Horn,1.6,36,90,71.8,0.58,220.5,7.8,133.4,2232,69,4443,62,4,0
C02115,Pump,1.3,35.5,73,71.5,0.68,231.3,14.1,118.9,2958,74,2793,78,5,0
C02116,Horn,1.8,39.1,83,74.9,0.31,227.7,12.7,146.5,1471,83,2054,81,3,0
C02117,Pump,6,34.3,72,49.1,0.56,229.3,10,99.2,2210,56,2259,91,4,0
C02118,Pump,9.6,38.1,39,87.7,0.58,228.2,7.2,105.4,1745,76,2449,65,5,0
C02119,Motor,2,38.3,50,83.9,0.44,230.3,16.6,166.4,2581,73,4015,46,5,1
C02120,Pump,2.2,29.6,82,78.5,0.42,236.8,9.9,93.7,2915,67,1657,61,9,0
C02121,Motor,2.1,26.9,44,61.8,0.47,231.2,6.9,142,2798,66,2569,52,3,0
C02122,Pump,9.8,40.1,51,84.5,0.93,223.5,9.3,97.9,1683,62,2615,88,4,1
C02123,Motor,8.9,22,64,76.6,0.36,221.4,5.4,112,3656,62,2988,49,1,0
C02124,Pump,7.9,39.3,50,80.7,0.7,225.1,13.9,118.2,3005,81,2224,60,9,0
C02125,Pump,9.7,40,79,83.8,0.51,226,15.6,76.9,2172,75,2113,64,6,1
C02126,Pump,1.9,23.7,36,85.5,0.67,236.8,12,129.8,1754,63,4889,60,6,1
C02127,Horn,5.1,28,45,51.6,0.62,223.7,7,115.6,2243,59,1601,67,9,0
C02128,Horn,6.1,34.9,70,82.8,0.18,235.8,11.9,94.9,2532,58,2519,83,6,0
C02129,Pump,9.9,24.7,64,86,0.25,229,7.7,95.3,4165,79,2289,60,2,1
C02130,Motor,0.5,33.6,44,55.5,0.68,229.4,13.3,130,2045,81,5191,45,4,0
C02131,Motor,8,32.2,49,61.9,1,227.4,6.3,99.3,2108,48,2715,77,4,0
C02132,Horn,6.8,37.4,81,76.3,0.93,240.2,9,89.4,2360,57,483,65,4,0
C02133,Motor,4,39.9,74,67.3,0.37,225.5,10.5,89.6,3443,67,2609,73,9,0
C02134,Motor,1.5,39.4,87,73.7,0.98,227.5,7.1,97.6,2475,76,2873,62,8,1
C02135,Motor,5.9,35.3,85,71.8,0.1,241.8,5,133.1,2674,89,5680,97,7,1
C02136,Pump,8.7,34.7,40,53.4,0.96,235.6,12.1,124,2687,94,3646,66,10,1
C02137,Pump,2.8,35.4,59,72.5,0.55,220,10,80.5,2034,99,4902,68,6,0
C02138,Horn,1.4,36.4,35,77.5,0.42,236.1,9.2,92.8,2962,63,1994,67,5,0
C02139,Horn,8,40.3,55,79.1,0.5,244.4,8.8,107.4,3087,79,4264,67,2,0
C02140,Motor,3.6,34.6,62,81.6,0.61,236.2,6.8,105.4,2114,100,1951,55,3,0
C02141,Horn,2.1,23.8,78,62.8,0.46,233.2,8.1,122,2312,80,1845,97,0,0
C02142,Pump,4.5,36.5,75,64.9,0.58,209.7,5.3,94.6,2381,64,3250,91,8,0
C02143,Horn,3.8,23.7,55,78.1,0.38,225.9,5.4,74,2543,83,3648,79,1,0
C02144,Motor,4.1,33.1,78,79.8,0.38,242.6,9.8,126.3,1833,75,50,85,8,0
C02145,Motor,9.5,40.8,51,86,0.53,221.4,9.6,117.4,2341,99,4552,77,0,1
C02146,Pump,4.8,28.3,37,74.1,0.44,234.9,10.4,94.2,2508,88,2885,63,4,0
C02147,Horn,4.2,36.3,44,66.3,0.42,236.1,9.2,93.6,2619,76,4081,78,1,0
C02148,Pump,6.6,27.8,50,82.4,0.45,233.8,9.2,100.8,2355,81,3422,74,0,0
C02149,Motor,4.1,30.1,68,74.6,0.52,227.8,8.3,139.5,2352,48,2734,81,9,0
C02150,Horn,5.9,27.7,42,75.1,0.4,238.9,12.8,115,2326,64,6136,43,0,0
C02151,Motor,4.2,26.9,75,80,0.71,224,4.8,107.1,1912,75,2018,86,4,0
C02152,Pump,6.4,32,70,74.8,0.27,228.7,6.4,77.8,2554,65,3572,78,2,0
C02153,Horn,9.1,29.9,64,69.6,1.01,234.4,5.4,108,2948,80,2889,71,7,1
C02154,Horn,5.5,26.6,37,79.7,0.33,240.6,10.9,108.4,2552,80,2084,72,4,0
C02155,Motor,6.6,27.9,76,59.4,0.75,224.6,8.2,107.1,2892,77,4069,57,1,0
C02156,Motor,0.7,31.9,68,67.4,0.55,217.9,9.6,111,2328,54,2024,41,10,0
C02157,Horn,0.8,40,90,63.6,0.2,230.5,12.4,81.2,1481,76,4447,67,2,0
C02158,Motor,1.2,31,41,65.1,0.58,229,12,99.3,2634,60,1439,100,4,0
C02159,Pump,1.8,34.8,78,63.7,0.13,229.2,11.9,119.7,3214,81,3908,60,0,0
C02160,Motor,9.8,28.4,58,75.4,0.32,217,17.2,102.8,2707,75,3429,61,8,1
C02161,Motor,5.4,38.2,69,67.6,0.56,229,11.2,111,2920,80,3758,56,7,0
C02162,Horn,9.6,27.2,88,63.7,0.74,238.5,6.5,96.3,2299,58,5132,100,6,1
C02163,Motor,0.7,24.7,47,70.4,0.79,231,9.7,123.3,2312,63,2155,65,10,0
C02164,Motor,8.1,37.6,57,73,0.55,227.9,15.5,115.3,2246,79,1543,83,4,0
C02165,Horn,8.2,29.3,64,56.5,0.37,229.8,9.1,106.9,2093,79,2484,71,0,0
C02166,Motor,4.2,37.1,88,68.2,0.46,231.5,10.7,114,2801,82,2876,94,0,0
C02167,Motor,1.3,40.3,66,61,0.7,243.9,11,86.1,2131,58,2207,100,3,0
C02168,Pump,1,29,78,45.9,0.69,229.4,12.1,77.4,1961,86,5469,100,9,0
C02169,Horn,9.1,25.5,45,78.7,0.51,235,14.7,109,2541,80,3467,77,6,0
C02170,Pump,7.4,28.2,57,57.6,0.42,249.6,10.1,87.5,2610,53,2302,84,9,0
C02171,Motor,9.1,32.9,63,67,0.57,235.5,9,88,3055,73,897,91,9,0
C02172,Horn,8.3,34.1,62,73,0.43,239.7,12.8,78,2514,86,4144,67,0,0
C02173,Motor,8.3,40.8,88,77,0.52,221.9,9.5,124.4,2298,69,1609,61,0,0
C02174,Pump,8.4,31.6,85,72.4,0.65,241.4,13.1,87.6,2235,59,639,74,1,0
C02175,Pump,7.3,26.1,36,72.4,0.23,230.8,7.8,110.6,3702,61,2209,60,1,0
C02176,Motor,2.1,37.8,57,64.8,0.63,229.2,8.4,114.1,3070,47,3185,84,4,0
C02177,Motor,5.5,25.4,87,63.6,0.56,229,6.9,112.2,1873,65,2534,46,4,0
C02178,Pump,5.4,41.6,72,66.5,0.44,237.2,6.2,105,1793,59,3409,30,5,0
C02179,Horn,5.5,25.4,67,68.6,0.97,235.7,15.3,86.2,3259,78,3056,72,10,1
C02180,Horn,2.1,33.9,38,81.5,0.73,225.3,8.9,96.9,2418,73,2467,70,9,0
C02181,Pump,3.8,36,59,80.1,0.45,235.2,10.1,82,2820,83,3500,52,0,0
C02182,Horn,8.3,40.8,42,49.8,0.61,231.3,13.9,111.6,3080,80,1254,58,0,0
C02183,Pump,8.7,39.9,73,55.2,0.13,227.6,10.1,110.7,2898,96,2157,79,1,0
C02184,Pump,9.7,30.6,69,76.8,1.01,220,12,110.6,2673,54,1508,72,10,1
C02185,Pump,1.7,22.5,80,58.3,0.8,237.6,11.1,106.8,2460,50,1662,70,0,0
C02186,Horn,6.4,36.8,75,61.5,0.67,239.7,6.3,121,3314,80,1435,86,6,0
C02187,Pump,5.5,25.9,79,82.2,0.38,236.7,4.1,79.5,2295,81,1491,37,1,0
C02188,Motor,6.8,28.6,58,77.5,0.58,233.6,7.5,63.3,2975,84,1653,63,2,0
C02189,Horn,5.9,34.3,51,85.2,0.69,227,13.3,96.3,2916,67,3728,82,1,0
C02190,Horn,9.2,25.9,58,63.7,0.29,218.5,8.5,96.7,2866,75,2907,66,0,0
C02191,Motor,0.8,23,77,67.9,0.63,228,3.4,101.2,2847,75,961,82,4,0
C02192,Horn,7.4,27.9,86,65.4,0.77,222.7,4.3,78,2125,87,6234,74,6,0
C02193,Motor,1.7,34.5,69,66.6,0.49,229.4,12.2,102.2,2270,77,3799,70,2,0
C02194,Horn,9.4,34.3,45,74.2,0.48,233.2,15.4,116.3,2231,72,4107,69,6,0
C02195,Horn,3.4,23,52,66.7,1.01,230.3,12.7,86.5,2248,79,4774,65,4,0
C02196,Horn,4.9,25.1,50,89.7,0.34,236.1,9,100,2428,65,2576,48,6,0
C02197,Horn,5.3,39.9,50,68.8,0.67,224.2,15.3,117.9,3244,67,1895,70,2,0
C02198,Motor,4.2,23.2,77,75.8,0.64,238.2,6,133.7,3261,79,4358,90,8,0
C02199,Pump,2.8,37.8,50,66.5,0.34,241.5,9.2,91.9,2703,80,3288,65,9,0
C02200,Horn,1,25.3,45,73.5,0.5,222.4,10.7,120.9,2676,99,292,62,5,0
C02201,Motor,5.4,41.4,64,59.5,0.9,227.1,10,107.4,2457,79,1104,100,8,0
C02202,Motor,8.8,40.4,82,66.1,0.47,228.8,7.6,101.7,3613,69,3526,81,0,0
C02203,Pump,3,24.9,73,56,0.51,226.4,7,106.7,1962,72,50,56,5,0
C02204,Pump,8.3,37.1,78,79.5,0.56,222.3,9,100.8,3406,61,3772,78,1,0
C02205,Horn,7.6,40.6,81,55,0.49,233.2,11.4,106.2,2302,84,4663,59,2,0
C02206,Horn,9.6,40.3,38,70.5,0.64,233.6,6.1,119.9,3113,74,1283,72,10,0
C02207,Pump,1.4,29.3,83,66,0.56,235.3,8.4,102,2551,70,2988,74,3,0
C02208,Horn,8.4,35,42,65.3,0.73,236.5,13.2,110.1,1645,58,2207,59,8,0
C02209,Horn,5.3,31,65,65.7,0.32,226.6,10.2,95.9,2977,52,1964,89,8,0
C02210,Horn,1.5,28.9,90,74.5,0.42,245.8,11.3,77.7,1895,74,2372,66,1,0
C02211,Pump,1,31.5,63,43.2,0.55,232.9,10.4,99.8,3271,71,624,59,6,0
C02212,Horn,5.2,40.2,68,74.5,0.38,234.2,6.5,107.9,2610,94,1512,83,2,0
C02213,Pump,3.8,27.1,82,75.6,0.87,241.2,12.2,132.4,2649,81,2505,70,4,0
C02214,Horn,7.9,27.4,45,73.5,0.36,223.2,12.9,119,2815,78,2101,59,9,0
C02215,Pump,6.2,30.3,38,76,0.38,234.8,11.7,90.3,2371,65,3288,65,10,0
C02216,Horn,1.5,38.3,85,72.7,0.62,238.3,11.4,121.4,2218,71,527,77,9,0
C02217,Horn,1.1,27.6,53,68.6,0.62,240.2,9.5,105.2,1972,69,4034,75,4,0
C02218,Horn,8.6,34.5,47,77.6,0.52,233.6,7.5,109.5,3116,90,2649,86,3,0
C02219,Pump,2.6,32,53,65.2,0.79,231.8,10.2,104,3028,68,315,89,4,0
C02220,Pump,7.7,24.2,37,78.7,0.58,235.1,9.1,73.2,2018,78,2454,78,0,0
C02221,Pump,1.4,23.6,87,58,0.89,229,7,71.6,2650,57,1788,66,7,1
C02222,Horn,6.8,28.5,68,76.3,0.75,226.6,15.6,96.8,2218,75,108,43,7,0
C02223,Horn,2.6,27.5,55,88.8,0.46,227.7,10.1,130.5,2168,86,3317,85,1,0
C02224,Horn,0.6,39.8,86,87.9,0.14,234.3,9.2,131.1,3171,65,3175,88,6,1
C02225,Pump,7.2,39.1,63,57.9,0.38,255.7,10.1,110.3,2183,64,3053,83,10,0
C02226,Pump,4.4,23.7,76,73.1,0.51,238.2,14.4,113,2576,62,2241,78,7,0
C02227,Motor,7.5,35.4,73,72.3,0.4,230,6.4,100.4,2164,81,2268,62,9,0
C02228,Horn,4.1,36.2,52,69.1,1.05,237.7,11.3,100.2,2244,71,1321,73,5,0
C02229,Pump,5.7,23.7,88,65.1,0.61,238.5,12.1,92.2,3251,75,2465,56,10,0
C02230,Motor,3.4,41.6,72,80.9,0.52,222.8,11.7,113.2,3181,94,4742,65,5,0
C02231,Pump,7.1,38.5,47,63.5,0.36,228.4,8.9,107.2,2532,80,3339,80,2,0
C02232,Horn,8.3,24.1,39,61.8,0.39,238.9,7.5,128.1,2758,80,5003,92,2,1
C02233,Motor,7.4,29.7,43,41.3,0.71,233.1,9.2,121.9,3068,64,2437,68,5,0
C02234,Pump,4.5,22.4,80,69.6,0.45,217.4,12.8,123.6,1889,73,2766,74,7,0
C02235,Horn,8.7,38.8,38,81.3,0.43,234,9.7,114.5,2735,59,4148,74,0,0
C02236,Motor,5.9,35.5,65,79.2,1.06,231.5,9.1,115.9,3509,76,1767,90,4,0
C02237,Pump,1.2,30.6,71,78.7,0.49,236.5,8.9,64.3,2955,66,2307,61,3,0
C02238,Horn,1.3,41.7,90,78.1,0.45,228.9,9.3,98.2,1722,63,1501,71,2,0
C02239,Pump,3.6,23.7,52,69.1,0.63,224.4,8.8,135.5,3023,79,2754,90,6,0
C02240,Pump,5.2,41.8,57,69.1,0.1,234.2,3.9,98.5,2303,82,4129,72,5,0
C02241,Horn,4.8,25,53,74,0.63,233.4,10.2,116.7,3377,79,50,91,2,0
C02242,Horn,2.9,36,46,44.7,0.68,240.9,8.7,98,2446,78,3214,86,8,0
C02243,Motor,4.2,29.3,62,95.5,0.28,227.2,10.8,84.6,3555,76,3800,75,4,0
C02244,Motor,9.2,38.5,60,62.3,0.76,237.8,10.7,93.4,2941,74,2449,100,5,0
C02245,Pump,8.7,27.7,89,85.1,0.67,234.6,5.5,111,2783,81,2404,79,3,1
C02246,Horn,1.9,39.7,84,79.6,0.59,215.2,7.7,77.3,3210,63,2963,67,0,0
C02247,Pump,7.7,36.9,68,82.8,0.73,238.6,5.1,105.3,2811,79,4305,85,10,1
C02248,Pump,2.6,40.2,85,51.3,0.43,225.9,9.7,92.8,2445,59,2737,50,8,0
C02249,Pump,8.1,25.3,79,76.8,0.68,233.9,11.6,122.3,3350,89,3503,69,8,0
C02250,Horn,5.2,39.4,52,71.4,0.74,230.2,8.7,90.8,1672,100,2627,85,6,0
C02251,Pump,6.2,35,42,80.3,0.47,218.7,12,102,1752,47,2100,77,4,0
C02252,Pump,5.7,22,62,64.6,1.04,225.2,10,99.3,1552,63,3454,94,4,0
C02253,Motor,8.3,26.1,69,63.6,0.41,233.3,10.4,105.7,2160,62,2114,96,9,1
C02254,Motor,5.2,24.9,74,73.5,0.5,239,9.3,117.9,1634,92,2490,70,9,0
C02255,Motor,5.8,39,41,74.7,0.75,225.6,13.2,73.5,2933,73,4255,52,10,0
C02256,Pump,8.8,41,60,53.7,0.68,223.5,5,87.1,2577,57,3449,96,0,1
C02257,Pump,8.8,36,36,64.7,0.68,220.4,7.7,88.5,1815,74,2595,79,8,0
C02258,Motor,4.9,36.7,39,76.4,0.33,230.1,12.7,105.9,2297,74,1075,54,5,0
C02259,Pump,5.6,26.4,71,83.6,0.66,240.8,9.6,85.4,2462,84,1729,71,7,0
C02260,Motor,3.6,41.4,82,79.6,0.93,223,4.7,117.9,2478,60,3110,54,1,0
C02261,Pump,8.2,31.7,45,54.6,0.34,229.9,9.7,123.5,2881,75,2519,63,5,0
C02262,Motor,2.6,26,69,66.3,0.25,232.1,7.4,101.5,2507,65,988,83,9,0
C02263,Horn,7.7,30.6,61,68.2,0.78,230.5,10.9,85.9,3023,73,1989,52,0,0
C02264,Horn,9.1,41.4,59,56.4,0.59,237.7,9.3,114.5,2598,65,2394,69,3,0
C02265,Pump,5.2,23.7,38,77.2,0.69,227.9,8.9,120.7,1811,86,2180,78,4,0
C02266,Motor,8.2,30.2,63,74.4,0.21,242,6.4,96.2,3085,72,2855,90,2,0
C02267,Motor,4.7,31,83,70.8,0.64,222.8,16.4,123,2462,86,2163,67,1,0
C02268,Pump,2,41.1,64,84.2,0.58,229,8.8,91.5,2618,90,1977,76,2,0
C02269,Motor,5.4,27,65,75.9,0.41,224.9,9.3,120,2191,81,175,77,8,0
C02270,Pump,3.3,35.4,83,66.7,0.41,239.2,7.2,95.7,2743,80,3739,60,0,0
C02271,Motor,1.4,33.4,89,66.6,0.47,233.7,7.9,99.4,2696,88,3372,76,5,0
C02272,Horn,9.3,37,35,73.3,0.62,219.9,8,108.6,1319,62,1419,80,0,0
C02273,Pump,1.4,31.7,49,66.1,0.48,228.3,10,130.7,2656,71,1503,69,0,0
C02274,Pump,6.5,41.5,45,64.1,0.54,239.8,6.7,107.4,2402,70,3615,63,0,0
C02275,Pump,6.9,28.5,71,71.2,0.63,229.1,14.8,147.5,2415,80,5221,33,7,0
